TARGETID,TILEID,FIBER,TARGET_RA,TARGET_DEC,VI_Z,VI_QUALITY,VI_SPECTYPE
39633348334716068,80613,2372,105.67334325237968,56.99494369726402,0.4584,4.0,GALAXY
39633348334716110,80613,2076,105.67800680748338,57.07878014660127,0.1525,4.0,GALAXY
39633348334716194,80613,2379,105.68721153408733,57.03206996325029,0.1503,4.0,GALAXY
39633348334716673,80613,2351,105.74105951371548,57.05255937996558,0.1537,4.0,GALAXY
39633348334716744,80613,2352,105.75216201455112,57.08290797166004,0.1514,4.0,GALAXY
39633348334717083,80613,2360,105.79265226213694,56.94516107338537,0.1001,4.0,GALAXY
39633348334717459,80613,2396,105.8377229575963,57.11643447001792,-0.0002,4.0,STAR
39633348334717794,80613,2369,105.87700334750124,56.99594052710883,0.3402,4.0,GALAXY
39633348334718131,80613,2385,105.90768242300966,57.08309716525207,0.3915,4.0,GALAXY
39633348334718198,80613,2378,105.91469219091492,56.93348609081202,0.151,4.0,GALAXY
39633348334718777,80613,2393,105.97280188760186,57.10993858951005,-0.0001,4.0,STAR
39633348338909356,80613,2381,106.003993768876,57.119937879351895,0.1004,4.0,GALAXY
39633348338909360,80613,2283,106.00434307643698,56.98980688236624,0.458,4.0,GALAXY
39633348338909378,80613,2297,106.00629497677488,56.96083949863444,0.2994,4.0,GALAXY
39633348338909750,80613,2284,106.05272093271849,57.016975120875614,0.3197,4.0,GALAXY
39633348338909798,80613,2279,106.05839755625672,56.983473405932536,0.149,4.0,GALAXY
39633348338909820,80613,2289,106.06059835636091,56.94124315540662,0.0001,4.0,STAR
39633348338910275,80613,2271,106.11117310092108,56.90331242681921,0.1272,4.0,GALAXY
39633348338910339,80613,2299,106.11726036748657,56.87727734984088,0.0906,4.0,GALAXY
39633348338910477,80613,2287,106.13303102324186,56.96159749534131,0.1265,4.0,GALAXY
39633348338910965,80613,2295,106.18578079735178,56.895160813816695,0.0562,4.0,GALAXY
39633348338911267,80613,2957,106.22124868479423,57.06028625028839,0.1497,4.0,GALAXY
39633348338911363,80613,2955,106.23209485812832,57.005305585560535,0.0956,4.0,GALAXY
39633348338911601,80613,2958,106.25817976744456,56.98260146068127,0.0577,4.0,GALAXY
39633348338912110,80613,2998,106.32120276539,56.89850319577742,-0.0003,4.0,STAR
39633348338912232,80613,2985,106.33384840994653,57.08616974367255,0.1001,4.0,GALAXY
39633348338912699,80613,2511,106.38626922428936,56.88815267983739,0.2648,4.0,GALAXY
39633348338912705,80613,2950,106.38690819816628,57.06957404101081,0.1306,4.0,GALAXY
39633348338912747,80613,2983,106.39226890385451,56.95305323919864,0.4304,4.0,GALAXY
39633348338913029,80613,2543,106.41990694029886,56.920673547894125,0.3402,4.0,GALAXY
39633348338913088,80613,2953,106.42450412207234,57.03126192975102,0.3328,4.0,GALAXY
39633348343103551,80613,2988,106.45234282032958,57.0900115936594,0.1933,4.0,GALAXY
39633348343103624,80613,2967,106.46214750132658,56.99241789034279,-0.0002,4.0,STAR
39633348343103757,80613,2986,106.47467439194492,57.0694040134465,0.2241,4.0,GALAXY
39633348343103903,80613,2982,106.49275261892004,57.02028831879956,0.1928,4.0,GALAXY
39633348343103992,80613,2522,106.501568013731,56.91043036916238,0.1014,4.0,GALAXY
39633348343104661,80613,2533,106.57544858259948,56.89683363918373,0.0916,4.0,GALAXY
39633348343104664,80613,2729,106.57638606273508,57.11961688411765,0.4528,4.0,GALAXY
