TARGETID,TILEID,FIBER,TARGET_RA,TARGET_DEC,VI_Z,VI_QUALITY,VI_SPECTYPE
39627640558059925,80605,528,35.912105002575494,-6.036303089935813,0.621,4.0,GALAXY
39627640558060133,80605,507,35.91900741173138,-5.939250619637688,0.8397,4.0,GALAXY
39627640558060438,80605,510,35.92889165650271,-6.111823259579936,0.7722,3.5,GALAXY
39627640558061404,80605,514,35.96091365670222,-5.923452622587832,0.8662,3.5,GALAXY
39627640558062809,80605,519,36.00771709557994,-5.931604307678755,1.224,3.5,GALAXY
39627640558065282,80605,222,36.093390733779806,-5.92262611671333,1.1821,4.0,GALAXY
39627640558066179,80605,238,36.123120445384544,-5.969394683707617,0.8613,4.0,GALAXY
39627640562254190,80605,379,36.160836912292886,-6.1040144546594,0.319,4.0,GALAXY
39627640562255962,80605,246,36.22043917928261,-5.944799482855811,1.1802,4.0,GALAXY
39627640562256334,80605,358,36.2322435281303,-6.082136287720777,1.0195,3.5,GALAXY
39627640562256563,80605,396,36.23947160565423,-6.021425106054532,0.1954,4.0,GALAXY
39627640562256594,80605,66,36.24049845397936,-5.88647942450762,0.4926,4.0,GALAXY
39627640562257003,80605,357,36.254092983271285,-5.95190398080686,0.7623,3.5,GALAXY
39627640562258140,80605,94,36.28971063415165,-5.895046395393755,0.7942,3.5,GALAXY
39627640562258731,80605,387,36.30685201075006,-6.105092216072896,0.3825,4.0,GALAXY
